[detection] Anomalies.
capsule/test/crack/017.png@#@<p>Anomalies</p> {<7><36><94><68>}
capsule/test/crack/018.png@#@<p>Anomalies</p> {<9><34><93><66>}
capsule/test/crack/019.png@#@<p>Anomalies</p> {<6><36><95><66>}
capsule/test/crack/020.png@#@<p>Anomalies</p> {<8><34><93><68>}
capsule/test/crack/021.png@#@<p>Anomalies</p> {<8><35><94><65>}
capsule/test/crack/022.png@#@<p>Anomalies</p> {<50><36><94><63>}<delim>{<8><37><51><65>}
capsule/test/faulty_imprint/000.png@#@<p>Anomalies</p> {<50><34><92><61>}
capsule/test/faulty_imprint/001.png@#@<p>Anomalies</p> {<8><36><93><65>}<delim>{<8><37><64><52>}
capsule/test/faulty_imprint/002.png@#@<p>Anomalies</p> {<9><34><94><67>}<delim>{<52><37><93><66>}
capsule/test/faulty_imprint/003.png@#@<p>Anomalies</p> {<7><35><95><67>}<delim>{<50><34><94><66>}
capsule/test/faulty_imprint/004.png@#@<p>Anomalies</p> {<9><34><94><67>}<delim>{<48><36><93><65>}<delim>{<10><37><59><51>}
capsule/test/faulty_imprint/005.png@#@<p>Anomalies</p> {<9><34><95><67>}
capsule/test/faulty_imprint/006.png@#@<p>Anomalies</p> {<9><36><92><67>}
capsule/test/faulty_imprint/007.png@#@<p>Anomalies</p> {<9><35><94><66>}
capsule/test/faulty_imprint/008.png@#@<p>Anomalies</p> {<8><34><94><67>}<delim>{<51><35><93><66>}<delim>{<9><40><62><66>}
capsule/test/faulty_imprint/009.png@#@<p>Anomalies</p> {<7><34><94><67>}
capsule/test/faulty_imprint/010.png@#@<p>Anomalies</p> {<7><35><94><66>}
capsule/test/faulty_imprint/011.png@#@<p>Anomalies</p> {<8><34><94><67>}
capsule/test/faulty_imprint/012.png@#@<p>Anomalies</p> {<51><34><96><64>}<delim>{<50><42><87><63>}
capsule/test/faulty_imprint/013.png@#@<p>Anomalies</p> {<8><34><95><67>}
capsule/test/faulty_imprint/014.png@#@<p>Anomalies</p> {<9><34><93><65>}
capsule/test/faulty_imprint/015.png@#@<p>Anomalies</p> {<7><35><94><67>}
capsule/test/faulty_imprint/016.png@#@<p>Anomalies</p> {<8><34><94><66>}
capsule/test/faulty_imprint/017.png@#@<p>Anomalies</p> {<7><35><94><67>}
capsule/test/faulty_imprint/018.png@#@<p>Anomalies</p> {<8><33><94><67>}
capsule/test/faulty_imprint/019.png@#@<p>Anomalies</p> {<8><34><94><67>}<delim>{<51><34><92><68>}
capsule/test/faulty_imprint/020.png@#@<p>Anomalies</p> {<7><35><94><67>}
capsule/test/faulty_imprint/021.png@#@<p>Anomalies</p> {<10><34><92><68>}
capsule/test/good/000.png@#@<p>Anomalies</p> {<7><35><94><65>}
capsule/test/good/001.png@#@<p>Anomalies</p> {<6><35><93><67>}
capsule/test/good/002.png@#@<p>Anomalies</p> {<9><36><94><67>}
capsule/test/good/003.png@#@<p>Anomalies</p> {<7><36><94><65>}
capsule/test/good/004.png@#@<p>Anomalies</p> {<8><34><93><67>}
capsule/test/good/005.png@#@<p>Anomalies</p> {<9><35><94><68>}
capsule/test/good/006.png@#@<p>Anomalies</p> {<9><35><94><67>}
capsule/test/good/007.png@#@<p>Anomalies</p> {<7><35><94><66>}
capsule/test/good/008.png@#@<p>Anomalies</p> {<8><34><93><65>}
capsule/test/good/009.png@#@<p>Anomalies</p> {<8><34><93><66>}
capsule/test/good/010.png@#@<p>Anomalies</p> {<51><34><92><65>}<delim>{<10><37><57><66>}
capsule/test/good/011.png@#@<p>Anomalies</p> {<7><35><94><66>}
capsule/test/good/012.png@#@<p>Anomalies</p> {<6><34><95><67>}<delim>{<9><37><60><68>}<delim>{<11><50><26><58>}
capsule/test/good/013.png@#@<p>Anomalies</p> {<9><35><96><67>}
capsule/test/good/014.png@#@<p>Anomalies</p> {<8><35><94><66>}<delim>{<50><37><94><66>} <p>a pill</p> {<8><35><94><66>}<delim>{<50><37><94><66>}
capsule/test/good/015.png@#@<p>Anomalies</p> {<8><35><95><66>}
capsule/test/good/016.png@#@<p>Anomalies</p> {<9><36><94><67>}
capsule/test/good/017.png@#@<p>Anomalies</p> {<8><34><93><65>}
capsule/test/good/018.png@#@<p>Anomalies</p> {<7><34><93><68>}
capsule/test/good/019.png@#@<p>Anomalies</p> {<51><36><94><64>}
capsule/test/good/020.png@#@<p>Anomalies</p> {<9><36><94><66>}
capsule/test/good/021.png@#@<p>Anomalies</p> {<51><34><93><67>}<delim>{<24><42><58><67>}<delim>{<9><34><61><65>}
capsule/test/good/022.png@#@<p>Anomalies</p> {<10><36><92><65>}<delim>{<51><37><94><66>}
capsule/test/poke/000.png@#@<p>Anomalies</p> {<8><32><92><67>}
capsule/test/poke/001.png@#@<p>Anomalies</p> {<7><35><94><66>}
capsule/test/poke/002.png@#@<p>Anomalies</p> {<9><35><94><67>}
capsule/test/poke/003.png@#@<p>Anomalies</p> {<8><34><93><66>}
capsule/test/poke/004.png@#@<p>Anomalies</p> {<7><35><94><68>}
capsule/test/poke/005.png@#@<p>Anomalies</p> {<9><34><94><68>}<delim>{<10><36><59><67>}
capsule/test/poke/006.png@#@<p>Anomalies</p> {<8><34><95><66>}
capsule/test/poke/007.png@#@<p>Anomalies</p> {<9><34><92><68>}<delim>{<10><35><59><68>}
capsule/test/poke/008.png@#@<p>Anomalies</p> {<8><34><93><68>}
capsule/test/poke/009.png@#@<p>Anomalies</p> {<8><34><94><67>}
capsule/test/poke/010.png@#@<p>Anomalies</p> {<50><42><94><63>}<delim>{<38><37><51><64>}<delim>{<9><36><28><65>}<delim>{<63><36><94><65>}
capsule/test/poke/011.png@#@<p>Anomalies</p> {<6><34><95><67>}
capsule/test/poke/012.png@#@<p>Anomalies</p> {<50><38><94><64>}<delim>{<10><35><51><66>} <p>a pill</p> {<50><38><94><64>}<delim>{<10><35><51><66>} with blue and red dots
capsule/test/poke/013.png@#@<p>Anomalies</p> {<8><37><92><65>}
capsule/test/poke/014.png@#@<p>Anomalies</p> {<50><39><94><65>}<delim>{<10><38><52><66>}
capsule/test/poke/015.png@#@<p>Anomalies</p> {<8><35><93><67>}
capsule/test/poke/016.png@#@<p>Anomalies</p> {<8><34><92><65>}
capsule/test/poke/017.png@#@<p>Anomalies</p> {<6><35><94><66>}<delim>{<49><36><93><66>}
capsule/test/poke/018.png@#@<p>Anomalies</p> {<8><35><94><67>}
capsule/test/poke/019.png@#@<p>Anomalies</p> {<9><36><93><65>}
capsule/test/poke/020.png@#@<p>Anomalies</p> {<8><34><93><65>}
capsule/test/scratch/000.png@#@<p>Anomalies</p> {<51><34><96><66>}<delim>{<8><37><52><68>}
capsule/test/scratch/001.png@#@<p>Anomalies</p> {<8><34><94><67>}
capsule/test/scratch/002.png@#@<p>Anomalies</p> {<8><34><93><67>}
capsule/test/scratch/003.png@#@<p>Anomalies</p> {<8><35><95><67>}
capsule/test/scratch/004.png@#@<p>Anomalies</p> {<50><35><92><64>}<delim>{<11><38><59><67>}<delim>{<11><41><58><67>}
capsule/test/scratch/005.png@#@<p>Anomalies</p> {<9><34><92><67>}<delim>{<51><35><93><67>}
capsule/test/scratch/006.png@#@<p>Anomalies</p> {<9><35><93><67>}
capsule/test/scratch/007.png@#@<p>Anomalies</p> {<9><36><94><67>}
capsule/test/scratch/008.png@#@<p>Anomalies</p> {<9><34><93><67>}
capsule/test/scratch/009.png@#@<p>Anomalies</p> {<9><35><94><67>}<delim>{<11><36><62><67>}
capsule/test/scratch/010.png@#@<p>Anomalies</p> {<9><35><93><67>}
capsule/test/scratch/011.png@#@<p>Anomalies</p> {<7><36><94><66>}<delim>{<10><38><52><65>}
capsule/test/scratch/012.png@#@<p>Anomalies</p> {<7><36><95><66>}
capsule/test/scratch/013.png@#@<p>Anomalies</p> {<50><38><92><64>}<delim>{<10><34><53><59>}<delim>{<9><35><62><57>}
capsule/test/scratch/014.png@#@<p>Anomalies</p> {<7><34><95><68>}
capsule/test/scratch/015.png@#@<p>Anomalies</p> {<7><35><92><67>}
capsule/test/scratch/016.png@#@<p>Anomalies</p> {<7><35><94><67>}
capsule/test/scratch/017.png@#@<p>Anomalies</p> {<9><34><95><67>}
capsule/test/scratch/018.png@#@<p>Anomalies</p> {<52><36><93><64>}
capsule/test/scratch/019.png@#@<p>Anomalies</p> {<49><35><92><66>}
capsule/test/scratch/020.png@#@<p>Anomalies</p> {<8><36><95><65>}
capsule/test/scratch/021.png@#@<p>Anomalies</p> {<9><34><94><67>}
capsule/test/scratch/022.png@#@<p>Anomalies</p> {<51><35><93><64>}<delim>{<10><37><58><67>}<delim>{<52><40><93><67>}
capsule/test/squeeze/000.png@#@<p>Anomalies</p> {<8><34><92><67>}<delim>{<49><33><93><66>}
capsule/test/squeeze/001.png@#@<p>Anomalies</p> {<9><31><92><71>}
capsule/test/squeeze/002.png@#@<p>Anomalies</p> {<6><37><92><66>}
capsule/test/squeeze/003.png@#@<p>Anomalies</p> {<9><35><93><66>}
capsule/test/squeeze/004.png@#@<p>Anomalies</p> {<10><37><92><65>}
capsule/test/squeeze/005.png@#@<p>Anomalies</p> {<10><36><94><65>}<delim>{<8><38><55><67>}
capsule/test/squeeze/006.png@#@<p>Anomalies</p> {<8><32><92><68>}
capsule/test/squeeze/007.png@#@<p>Anomalies</p> {<8><30><94><71>}
capsule/test/squeeze/008.png@#@<p>Anomalies</p> {<10><36><94><67>}<delim>{<10><55><94><67>}<delim>{<10><55><94><67>} <p>a capsule</p> {<10><36><94><67>} <p>a capsule</p> {<10><36><94><67>}<delim>{<10><55><94><67>} <p>an orange capsule</p> {<10><36><94><67>}<delim>{<10><55><94><67>}
capsule/test/squeeze/009.png@#@<p>Anomalies</p> {<7><34><95><68>}
capsule/test/squeeze/010.png@#@<p>Anomalies</p> {<10><34><94><66>}
capsule/test/squeeze/011.png@#@<p>Anomalies</p> {<10><33><95><67>}
capsule/test/squeeze/012.png@#@<p>Anomalies</p> {<7><36><94><67>}
capsule/test/squeeze/013.png@#@<p>Anomalies</p> {<10><36><93><65>}
capsule/test/squeeze/014.png@#@<p>Anomalies</p> {<8><31><94><70>}
capsule/test/squeeze/015.png@#@<p>Anomalies</p> {<7><34><92><66>}<delim>{<9><35><52><66>}
capsule/test/squeeze/016.png@#@<p>Anomalies</p> {<8><35><92><67>}
capsule/test/squeeze/017.png@#@<p>Anomalies</p> {<9><36><92><64>}<delim>{<9><37><51><64>} <p>a red and black pill</p> {<9><37><92><64>}<delim>{<9><38><50><64>}
capsule/test/squeeze/018.png@#@<p>Anomalies</p> {<9><35><94><67>}
capsule/test/squeeze/019.png@#@<p>Anomalies</p> {<51><37><94><65>}<delim>{<8><37><64><65>}<delim>{<10><38><51><65>} <p>a pill</p> {<51><37><94><65>}<delim>{<8><37><64><65>}<delim>{<10><38><51><65>} <p>830037</p> {<62><41><87><51>}
carpet/test/color/000.png@#@<p>Anomalies</p> {<14><50><36><79>}
carpet/test/color/001.png@#@<p>Anomalies</p> {<37><54><51><77>}<delim>{<29><52><49><76>}
carpet/test/color/002.png@#@<p>Anomalies</p> {<1><2><98><98>}
carpet/test/color/003.png@#@<p>Anomalies</p> {<12><34><28><49>}
carpet/test/color/004.png@#@<p>Anomalies</p> {<70><28><87><46>}
carpet/test/color/005.png@#@<p>Anomalies</p> {<1><1><99><98>}
carpet/test/color/006.png@#@<p>Anomalies</p> {<1><1><99><98>}<delim>{<1><0><99><99>}
carpet/test/color/007.png@#@<p>Anomalies</p> {<58><49><72><67>}<delim>{<59><48><73><70>}
carpet/test/color/008.png@#@<p>Anomalies</p> {<32><28><62><66>}<delim>{<41><30><62><66>} <p>a small black spot</p> {<33><27><62><65>} <p>a brown piece of fabric</p> {<0><1><100><97>} <p>the couch</p> {<0><1><100><97>}
carpet/test/color/009.png@#@<p>Anomalies</p> {<12><24><36><37>}
carpet/test/color/010.png@#@<p>Anomalies</p> {<0><1><99><100>}
carpet/test/color/011.png@#@<p>Anomalies</p> {<62><26><78><34>}
carpet/test/color/012.png@#@<p>Anomalies</p> {<41><72><50><89>}<delim>{<39><68><49><89>}<delim>{<24><74><36><87>}<delim>{<76><71><96><89>}
carpet/test/color/013.png@#@<p>Anomalies</p> {<1><0><99><98>}
carpet/test/color/014.png@#@<p>Anomalies</p> {<0><0><100><99>}
carpet/test/color/015.png@#@<p>Anomalies</p> {<1><1><98><98>}
carpet/test/color/016.png@#@<p>Anomalies</p> {<1><1><100><99>}
carpet/test/color/017.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/color/018.png@#@<p>Anomalies</p> {<0><1><100><100>}
carpet/test/cut/000.png@#@<p>Anomalies</p> {<0><1><99><100>}
carpet/test/cut/001.png@#@<p>Anomalies</p> {<62><51><78><70>}<delim>{<33><49><44><63>}<delim>{<52><54><72><72>}
carpet/test/cut/002.png@#@<p>Anomalies</p> {<0><0><100><99>}<delim>{<0><0><100><99>}<delim>{<47><29><69><58>}
carpet/test/cut/003.png@#@<p>Anomalies</p> {<36><41><58><59>}<delim>{<37><42><58><59>}
carpet/test/cut/004.png@#@<p>Anomalies</p> {<0><1><99><100>}
carpet/test/cut/005.png@#@<p>Anomalies</p> {<12><40><23><58>}
carpet/test/cut/006.png@#@<p>Anomalies</p> {<46><49><70><72>}
carpet/test/cut/007.png@#@<p>Anomalies</p> {<1><0><98><99>}
carpet/test/cut/008.png@#@<p>Anomalies</p> {<1><1><99><99>}
carpet/test/cut/009.png@#@<p>Anomalies</p> {<45><21><78><60>}<delim>{<46><31><62><54>}<delim>{<59><19><82><58>}<delim>{<32><16><45><33>}
carpet/test/cut/010.png@#@<p>Anomalies</p> {<51><37><78><68>}
carpet/test/cut/011.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/cut/012.png@#@<p>Anomalies</p> {<1><27><29><58>}
carpet/test/cut/013.png@#@<p>Anomalies</p> {<53><31><79><63>}<delim>{<59><28><73><59>}
carpet/test/cut/014.png@#@<p>Anomalies</p> {<26><67><47><86>}<delim>{<33><69><52><86>}<delim>{<76><13><90><47>}<delim>{<0><30><17><50>}
carpet/test/cut/015.png@#@<p>Anomalies</p> {<1><0><99><100>}
carpet/test/cut/016.png@#@<p>Anomalies</p> {<0><1><99><98>}
carpet/test/good/000.png@#@<p>Anomalies</p> {<1><0><98><98>}
carpet/test/good/001.png@#@<p>Anomalies</p> {<0><0><100><100>}<delim>{<0><0><100><100>}
carpet/test/good/002.png@#@<p>Anomalies</p> {<1><0><98><99>}
carpet/test/good/003.png@#@<p>Anomalies</p> {<1><2><98><98>}
carpet/test/good/004.png@#@<p>Anomalies</p> {<0><1><100><99>}
carpet/test/good/005.png@#@<p>Anomalies</p> {<1><1><99><20>}
carpet/test/good/006.png@#@<p>Anomalies</p> {<1><1><98><98>}
carpet/test/good/007.png@#@<p>Anomalies</p> {<1><2><99><98>}
carpet/test/good/008.png@#@<p>Anomalies</p> {<1><0><98><99>}
carpet/test/good/009.png@#@<p>Anomalies</p> {<1><1><99><98>}
carpet/test/good/010.png@#@<p>Anomalies</p> {<1><2><98><100>}
carpet/test/good/011.png@#@<p>Anomalies</p> {<1><1><99><100>}
carpet/test/good/012.png@#@<p>Anomalies</p> {<0><1><100><98>}
carpet/test/good/013.png@#@<p>Anomalies</p> {<1><2><99><98>}
carpet/test/good/014.png@#@<p>Anomalies</p> {<1><2><98><98>}
carpet/test/good/015.png@#@<p>Anomalies</p> {<1><2><99><99>}
carpet/test/good/016.png@#@<p>Anomalies</p> {<1><1><98><100>}
carpet/test/good/017.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/good/018.png@#@<p>Anomalies</p> {<1><1><99><98>}
carpet/test/good/019.png@#@<p>Anomalies</p> {<0><1><99><100>}
carpet/test/good/020.png@#@<p>Anomalies</p> {<1><1><98><100>}
carpet/test/good/021.png@#@<p>Anomalies</p> {<1><0><100><99>}<delim>{<1><1><100><87>}
carpet/test/good/022.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/good/023.png@#@<p>Anomalies</p> {<1><1><98><97>}
carpet/test/good/024.png@#@<p>Anomalies</p> {<1><0><100><100>}<delim>{<23><74><69><98>}<delim>{<35><29><57><65>}
carpet/test/good/025.png@#@<p>Anomalies</p> {<1><2><99><98>}
carpet/test/good/026.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/good/027.png@#@<p>Anomalies</p> {<0><1><99><100>}
carpet/test/hole/000.png@#@<p>Anomalies</p> {<0><1><99><98>}
carpet/test/hole/001.png@#@<p>Anomalies</p> {<1><0><99><99>}
carpet/test/hole/002.png@#@<p>Anomalies</p> {<0><1><100><100>}
carpet/test/hole/003.png@#@<p>Anomalies</p> {<1><1><98><98>}
carpet/test/hole/004.png@#@<p>Anomalies</p> {<1><2><98><98>}
carpet/test/hole/005.png@#@<p>Anomalies</p> {<2><14><35><67>}<delim>{<49><28><60><40>}<delim>{<73><14><83><33>}
carpet/test/hole/006.png@#@<p>Anomalies</p> {<1><0><100><100>}
carpet/test/hole/007.png@#@<p>Anomalies</p> {<56><44><71><61>}<delim>{<57><36><71><63>}
carpet/test/hole/008.png@#@<p>Anomalies</p> {<9><50><34><76>}
carpet/test/hole/009.png@#@<p>Anomalies</p> {<21><23><48><56>}<delim>{<22><27><47><55>}<delim>{<0><3><100><61>}
carpet/test/hole/010.png@#@<p>Anomalies</p> {<17><52><36><72>}
carpet/test/hole/011.png@#@<p>Anomalies</p> {<23><30><37><46>}<delim>{<59><31><71><50>}<delim>{<80><23><88><32>}<delim>{<21><0><30><14>}
carpet/test/hole/012.png@#@<p>Anomalies</p> {<60><33><69><40>}<delim>{<67><32><75><41>}
carpet/test/hole/013.png@#@<p>Anomalies</p> {<17><44><32><59>}<delim>{<18><44><32><59>}
carpet/test/hole/014.png@#@<p>Anomalies</p> {<1><0><99><100>}
carpet/test/hole/015.png@#@<p>Anomalies</p> {<25><65><34><79>}<delim>{<26><65><34><79>}<delim>{<25><65><34><79>}<delim>{<26><65><34><79>}
carpet/test/hole/016.png@#@<p>Anomalies</p> {<1><0><99><100>}
carpet/test/metal_contamination/000.png@#@<p>Anomalies</p> {<1><0><98><99>}<delim>{<65><29><72><37>}<delim>{<75><29><84><37>}
carpet/test/metal_contamination/001.png@#@<p>Anomalies</p> {<1><1><98><98>}
carpet/test/metal_contamination/002.png@#@<p>Anomalies</p> {<60><61><72><71>}<delim>{<59><61><73><71>}
carpet/test/metal_contamination/003.png@#@<p>Anomalies</p> {<22><47><33><59>}<delim>{<62><80><69><89>}<delim>{<56><51><63><63>}<delim>{<70><31><77><41>}<delim>{<79><47><85><57>}
carpet/test/metal_contamination/004.png@#@<p>Anomalies</p> {<63><58><79><71>}
carpet/test/metal_contamination/005.png@#@<p>Anomalies</p> {<41><69><67><84>}
carpet/test/metal_contamination/006.png@#@<p>Anomalies</p> {<32><28><48><47>}
carpet/test/metal_contamination/007.png@#@<p>Anomalies</p> {<50><61><76><85>}<delim>{<49><62><75><86>}
carpet/test/metal_contamination/008.png@#@<p>Anomalies</p> {<65><51><73><66>}
carpet/test/metal_contamination/009.png@#@<p>Anomalies</p> {<15><37><28><52>}
carpet/test/metal_contamination/010.png@#@<p>Anomalies</p> {<37><69><50><84>}
carpet/test/metal_contamination/011.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/metal_contamination/012.png@#@<p>Anomalies</p> {<0><1><100><98>}
carpet/test/metal_contamination/013.png@#@<p>Anomalies</p> {<13><69><27><78>}<delim>{<0><0><100><100>}<delim>{<14><69><29><78>}
carpet/test/metal_contamination/014.png@#@<p>Anomalies</p> {<0><0><100><100>}
carpet/test/metal_contamination/015.png@#@<p>Anomalies</p> {<46><65><57><75>}
carpet/test/metal_contamination/016.png@#@<p>Anomalies</p> {<0><0><100><98>}
carpet/test/thread/000.png@#@<p>Anomalies</p> {<1><2><99><98>}
carpet/test/thread/001.png@#@<p>Anomalies</p> {<1><1><100><98>}
carpet/test/thread/002.png@#@<p>Anomalies</p> {<35><49><56><57>}
carpet/test/thread/003.png@#@<p>Anomalies</p> {<0><1><100><98>}
carpet/test/thread/004.png@#@<p>Anomalies</p> {<20><38><41><52>}<delim>{<24><40><62><52>}<delim>{<29><38><61><47>}
carpet/test/thread/005.png@#@<p>Anomalies</p> {<47><28><53><34>}<delim>{<62><29><68><36>}<delim>{<48><25><51><31>}<delim>{<30><10><36><19>}<delim>{<51><29><55><35>}<delim>{<53><10><60><24>}
carpet/test/thread/006.png@#@<p>Anomalies</p> {<1><2><98><98>}
carpet/test/thread/007.png@#@<p>Anomalies</p> {<1><0><100><98>}
carpet/test/thread/008.png@#@<p>Anomalies</p> {<43><62><80><78>}
carpet/test/thread/009.png@#@<p>Anomalies</p> {<1><1><99><100>}
carpet/test/thread/010.png@#@<p>Anomalies</p> {<0><0><100><99>}
carpet/test/thread/011.png@#@<p>Anomalies</p> {<0><1><99><98>}
carpet/test/thread/012.png@#@<p>Anomalies</p> {<20><56><34><74>}<delim>{<21><49><37><71>}
carpet/test/thread/013.png@#@<p>Anomalies</p> {<1><1><99><100>}
carpet/test/thread/014.png@#@<p>Anomalies</p> {<1><0><100><99>}
carpet/test/thread/015.png@#@<p>Anomalies</p> {<1><1><98><98>}
carpet/test/thread/016.png@#@<p>Anomalies</p> {<0><1><100><100>}
carpet/test/thread/017.png@#@<p>Anomalies</p> {<0><0><100><100>}<delim>{<52><37><80><50>}<delim>{<34><51><44><62>}<delim>{<73><0><95><15>}
carpet/test/thread/018.png@#@<p>Anomalies</p> {<1><1><99><98>}
grid/test/bent/000.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/bent/001.png@#@<p>Anomalies</p> {<50><41><73><58>}<delim>{<16><24><31><38>}
grid/test/bent/002.png@#@<p>Anomalies</p> {<1><1><99><100>}
grid/test/bent/003.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/bent/004.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/bent/005.png@#@<p>Anomalies</p> {<0><1><100><100>}
grid/test/bent/006.png@#@<p>Anomalies</p> {<1><2><100><100>}
grid/test/bent/007.png@#@<p>Anomalies</p> {<1><20><98><98>}
grid/test/bent/008.png@#@<p>Anomalies</p> {<1><2><98><98>} {<1><1><99><98>}
grid/test/bent/009.png@#@<p>Anomalies</p> {<20><17><49><43>}
grid/test/bent/010.png@#@<p>Anomalies</p> {<30><34><49><52>}<delim>{<66><72><78><84>}<delim>{<37><40><52><49>} <p>Anomalies</p> {<30><34><49><52>}<delim>{<66><72><78><84>}
grid/test/bent/011.png@#@<p>Anomalies</p> {<2><1><98><98>}
grid/test/broken/000.png@#@<p>Anomalies</p> {<51><23><73><30>}<delim>{<74><26><95><38>}<delim>{<17><34><50><46>}<delim>{<0><11><17><21>}
grid/test/broken/001.png@#@<p>Anomalies</p> {<34><24><51><38>}<delim>{<59><66><87><83>}<delim>{<50><38><99><73>}<delim>{<8><12><62><38>}<delim>{<2><70><31><99>}
grid/test/broken/002.png@#@<p>Anomalies</p> {<1><1><99><98>}
grid/test/broken/003.png@#@<p>Anomalies</p> {<14><32><30><52>}<delim>{<76><60><90><81>}
grid/test/broken/004.png@#@<p>Anomalies</p> {<45><20><64><31>}<delim>{<64><20><79><31>}<delim>{<75><1><98><20>}
grid/test/broken/005.png@#@<p>Anomalies</p> {<1><27><28><53>}<delim>{<65><0><84><32>}<delim>{<15><39><29><61>}
grid/test/broken/006.png@#@<p>Anomalies</p> {<60><21><70><30>}<delim>{<35><34><48><43>}
grid/test/broken/007.png@#@<p>Anomalies</p> {<71><29><80><38>}<delim>{<53><60><65><71>}
grid/test/broken/008.png@#@<p>Anomalies</p> {<0><0><100><100>}
grid/test/broken/009.png@#@<p>Anomalies</p> {<1><2><98><100>}<delim>{<34><32><51><70>}
grid/test/broken/010.png@#@<p>Anomalies</p> {<1><0><98><100>}<delim>{<1><21><47><53>}
grid/test/broken/011.png@#@<p>Anomalies</p> {<1><48><23><77>}<delim>{<50><18><65><49>}<delim>{<27><18><38><49>}<delim>{<72><0><91><100>}<delim>{<62><0><77><65>}<delim>{<69><1><84><65>}<delim>{<84><1><98><74>}
grid/test/glue/000.png@#@<p>Anomalies</p> {<1><1><98><100>} <p>The image</p> {<1><1><98><100>} shows an industrial grey metal surface with a mesh pattern , perhaps a metal fence , or the wall of an industrial building the mesh pattern has an irregular layout , with some sections appearing closer together than others
grid/test/glue/001.png@#@<p>Anomalies</p> {<1><0><98><99>}<delim>{<35><7><64><26>}
grid/test/glue/002.png@#@<p>Anomalies</p> {<1><1><100><100>}
grid/test/glue/003.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/glue/004.png@#@<p>Anomalies</p> {<0><1><100><100>}
grid/test/glue/005.png@#@<p>Anomalies</p> {<1><2><99><99>}<delim>{<2><45><36><99>}
grid/test/glue/006.png@#@<p>Anomalies</p> {<1><2><100><98>}
grid/test/glue/007.png@#@<p>Anomalies</p> {<67><48><79><59>}<delim>{<79><2><90><18>}
grid/test/glue/008.png@#@<p>Anomalies</p> {<1><0><100><99>}
grid/test/glue/009.png@#@<p>Anomalies</p> {<0><1><100><100>}
grid/test/glue/010.png@#@<p>Anomalies</p> {<1><1><100><98>} <p>a close-up</p> {<1><1><100><98>} of a grating with hexagonal shape
grid/test/good/000.png@#@<p>Anomalies</p> {<1><0><100><99>}
grid/test/good/001.png@#@<p>Anomalies</p> {<1><0><100><100>} <p>image</p> {<1><0><100><100>}
grid/test/good/002.png@#@<p>Anomalies</p> {<0><1><99><100>} <p>the image</p> {<0><1><99><100>} <p>the image</p> {<0><1><99><100>}
grid/test/good/003.png@#@<p>Anomalies</p> {<1><0><100><100>}
grid/test/good/004.png@#@<p>Anomalies</p> {<1><0><100><99>}<delim>{<14><2><42><50>}
grid/test/good/005.png@#@<p>Anomalies</p> {<1><1><99><100>} {<1><1><99><100>}
grid/test/good/006.png@#@<p>Anomalies</p> {<0><1><100><100>} <p>A black and white image of a building</p> {<0><0><100><100>}<delim>{<1><0><100><100>} with multiple black triangles in a repeating pattern
grid/test/good/007.png@#@<p>Anomalies</p> {<0><1><99><100>}<delim>{<27><53><44><68>}<delim>{<15><15><41><29>}
grid/test/good/008.png@#@<p>Anomalies</p> {<1><1><98><99>}
grid/test/good/009.png@#@<p>Anomalies</p> {<0><1><99><100>}
grid/test/good/010.png@#@<p>Anomalies</p> {<1><0><100><99>}
grid/test/good/011.png@#@<p>Anomalies</p> {<1><0><98><100>}
grid/test/good/012.png@#@<p>Anomalies</p> {<1><1><99><100>}
grid/test/good/013.png@#@<p>Anomalies</p> {<1><0><98><100>}
grid/test/good/014.png@#@<p>Anomalies</p> {<1><1><98><99>}
grid/test/good/015.png@#@<p>Anomalies</p> {<1><0><98><99>}
grid/test/good/016.png@#@<p>Anomalies</p> {<1><2><100><100>} <p>detection</p> {<1><2><100><100>}
grid/test/good/017.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/good/018.png@#@<p>Anomalies</p> {<1><0><99><100>}
grid/test/good/019.png@#@<p>Anomalies</p> {<0><1><99><100>} <p>a pattern of metal</p> {<1><1><98><100>}
grid/test/good/020.png@#@<p>Anomalies</p> {<1><0><100><100>}
grid/test/metal_contamination/000.png@#@<p>Anomalies</p> {<47><23><58><32>}<delim>{<1><10><19><40>}<delim>{<20><15><43><38>}<delim>{<65><0><99><22>}
grid/test/metal_contamination/001.png@#@<p>Anomalies</p> {<63><7><81><21>}<delim>{<63><7><81><21>}<delim>{<63><7><81><21>}
grid/test/metal_contamination/002.png@#@<p>Anomalies</p> {<0><1><100><100>} {<39><31><52><47>}
grid/test/metal_contamination/003.png@#@<p>Anomalies</p> {<1><1><100><100>} {<1><1><100><100>}
